date_time,pm25,hcho,tvoc,temperature,humidity
4/9/2021 1:00,9.083333333,1.75,310.6666667,30.65,57.75
4/9/2021 2:00,11.5,1.857142857,484.6428571,30.62857143,60.65714286
4/9/2021 3:00,5.611111111,1.888888889,500,30.21111111,66.92777778
4/9/2021 4:00,6.230769231,2.307692308,480.4615385,31.04615385,65.53076923
4/9/2021 5:00,7.694444444,8.666666667,403.4722222,29.74166667,66.09444444
4/9/2021 6:00,6.222222222,9.722222222,423.6666667,27.91111111,64.70555556
4/9/2021 7:00,2.571428571,4.571428571,335.2857143,26.15714286,60.06428571
4/9/2021 8:00,0,6.384615385,383.2307692,26.24615385,61.36153846
4/9/2021 9:00,0,4.833333333,337.6666667,26.15833333,62.20833333
4/9/2021 10:00,0,6.75,348.75,25.66666667,61.225
4/9/2021 11:00,0,7.294117647,401,25.61764706,62.44705882
4/9/2021 12:00,0,7.833333333,282.6666667,25.10833333,60.33333333
4/9/2021 13:00,0,8.714285714,318.0714286,24.87142857,60.80714286
4/9/2021 14:00,0,9.333333333,236.9166667,24.6,59.875
4/9/2021 15:00,0,7.944444444,382.5,24.84444444,62.8
4/9/2021 16:00,18.95833333,9.791666667,443.5416667,25.775,67.925
4/9/2021 17:00,13.66666667,8.388888889,535.0555556,27.92222222,77.17222222
4/9/2021 18:00,11.54545455,1.909090909,402.4545455,28.8,76.04545455
4/9/2021 19:00,9.25,1.75,398.6666667,29.41666667,71.95833333
4/9/2021 20:00,7.916666667,1.583333333,385.0833333,30.175,67.79166667
4/9/2021 21:00,5.416666667,1.25,389,30.59166667,65.25
4/9/2021 22:00,4.5,1.583333333,375.8333333,30.48333333,64.41666667
4/9/2021 23:00,4.916666667,2.333333333,359,30.58333333,63.45
5/9/2021 0:00,5.636363636,1.727272727,364.1818182,30.6,63.56363636
5/9/2021 1:00,5.090909091,2,345,30.58181818,63.15454545
5/9/2021 2:00,5.25,2,376.0833333,30.625,64.09166667
5/9/2021 3:00,5.769230769,2.076923077,400.8461538,30.53076923,66.47692308
5/9/2021 4:00,4.692307692,2.384615385,404.3076923,30.16923077,68.72307692
5/9/2021 5:00,3,9.625,450.3125,29.7,62.9625
5/9/2021 6:00,0.176470588,11,491.0588235,28.22941176,59.92941176
5/9/2021 7:00,0,9,368.4117647,26.4,58.78823529
5/9/2021 8:00,0.133333333,6.933333333,262,25.21333333,59.24
5/9/2021 9:00,0.714285714,5.428571429,277.5,25.45,60.09285714
5/9/2021 10:00,0.866666667,6.933333333,294.3333333,25.26,60.70666667
5/9/2021 11:00,0.571428571,8.071428571,326.3571429,25.50714286,63.3
5/9/2021 12:00,0.083333333,8.583333333,292.8333333,25.03333333,62.49166667
5/9/2021 13:00,0.647058824,9.647058824,411.2352941,24.54705882,60.87647059
5/9/2021 14:00,0.315789474,10.05263158,306.4736842,24.51578947,62.75789474
5/9/2021 15:00,0.823529412,10.23529412,418.2941176,24.71176471,64.51176471
5/9/2021 16:00,19.16,8.64,400.48,25.696,63.42
5/9/2021 17:00,0.166666667,7.833333333,509.0555556,28.49444444,76.06666667
5/9/2021 18:00,0,3.333333333,403.6666667,30.41333333,69.92666667
5/9/2021 19:00,0,1.636363636,406,31.05454545,67.19090909
5/9/2021 20:00,0,1.333333333,368.5833333,31.76666667,62.8
5/9/2021 21:00,0,1.5,309.9166667,32.39166667,59.175
5/9/2021 22:00,5.823529412,8.441176471,264.3823529,32.14117647,52.08235294
5/9/2021 23:00,5.875,5.0625,253.375,29.4125,51.075
6/9/2021 0:00,7.230769231,2.692307692,289.9230769,28.72307692,58.65384615
6/9/2021 1:00,8.416666667,1.916666667,323.9166667,30.69166667,54.38333333
6/9/2021 2:00,10.53333333,2,544.5333333,31.86666667,59.26
6/9/2021 3:00,6,1.583333333,449.6666667,31.03333333,62.06666667
6/9/2021 4:00,7.230769231,1.538461538,429.1538462,31.42307692,63.85384615
6/9/2021 5:00,7.625,8.625,562.5625,28.79375,64.825
6/9/2021 6:00,6.4,12.04,583.52,24.6,63.38
6/9/2021 7:00,8.736842105,9.736842105,414.7894737,24.57894737,58.89473684
6/9/2021 8:00,11.125,11,408.625,25.00416667,61.97083333
6/9/2021 9:00,13.0952381,11.47619048,401.1904762,24.8047619,63.06190476
